xjezzuuuu,YB.22,XA.8,XA.10,
YoMismo,6,5,4,1,3,2,7,8,10,9,11,
YoMismo,6,5,4,1,3,2,7,8,10,9,11,
YoMismo,6,5,4,1,3,2,7,8,10,9,11,
YoMismo,6,5,4,1,3,2,7,8,10,9,11,
xjezzuuuu,6,5,2,3,4,1,8,9,7,10,11,
xjezzuuuu,3,6,5,2,4,1,8,9,7,10,11,
xjezzuuuu,6,3,5,4,2,1,8,7,9,10,11,
xjezzuuuu,6,3,5,4,2,1,8,7,9,10,11,
xjezzuuuu,2,1,4,6,5,3,8,7,9,10,11,
xjezzuuuu,2,1,4,6,5,3,8,7,9,10,11,
xjezzuuuu,9,8,7,11,10,6,3,5,4,2,1,
xjezzuuuu,9,8,7,11,10,6,3,5,4,2,1,
xjezzuuuu,9,8,7,11,10,6,3,5,4,2,1,
xjezzuuuu,5,4,6,3,2,1,7,8,9,10,11,
xjezzuuuu,9,8,7,10,2,1,
xjezzuuuu,9,8,7,10,2,1,
xjezzuuuu,9,8,7,10,2,1,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
xjezzuuuu,2,1,7,8,9,10,
